current_bmi,activity_level,fitness_goal,age,gender,target_bmi
24.6,active,lean muscle gain,53,female,19.8
22.8,moderate,lean muscle gain,47,female,20.4
20.6,light,healthy lifestyle,18,male,22.2
19.4,moderate,weight maintenance,54,male,19.3
22.0,active,weight maintenance,35,female,19.1
19.3,light,weight maintenance,53,female,20.8
18.9,very active,fitness,43,male,18.6
21.3,moderate,weight maintenance,48,female,21.8
20.7,moderate,weight maintenance,52,female,19.7
22.9,active,fitness,58,male,20.1
24.0,active,lean muscle gain,46,male,23.7
19.9,very active,weight maintenance,59,female,19.0
24.5,very active,fitness,26,male,19.6
20.1,sedentary,fitness,46,male,18.9
19.5,light,weight maintenance,32,male,20.7
20.4,sedentary,lean muscle gain,56,female,21.4
24.5,light,fitness,59,female,24.8
18.8,light,healthy lifestyle,37,female,22.2
18.5,very active,lean muscle gain,31,male,23.7
24.7,active,fitness,61,male,24.4
19.4,sedentary,fitness,49,male,24.8
20.4,active,weight maintenance,20,female,19.1
20.9,light,fitness,20,female,19.1
21.8,active,healthy lifestyle,40,male,23.0
18.6,active,lean muscle gain,48,female,19.4
23.5,very active,fitness,22,female,20.1
18.9,moderate,healthy lifestyle,42,female,22.4
22.6,moderate,weight maintenance,20,female,19.0
22.6,moderate,lean muscle gain,59,female,24.0
21.1,light,fitness,35,male,22.4
22.5,active,fitness,47,female,18.7
20.7,light,weight maintenance,64,male,19.6
19.7,moderate,weight maintenance,28,male,23.1
18.6,moderate,lean muscle gain,49,female,22.9
21.3,light,fitness,46,male,21.9
23.3,very active,healthy lifestyle,50,male,19.4
24.8,active,lean muscle gain,22,female,21.0
22.5,light,weight maintenance,39,male,23.8
24.0,sedentary,healthy lifestyle,35,female,22.8
18.9,very active,healthy lifestyle,50,female,24.3
21.3,light,weight maintenance,23,female,19.3
24.3,light,healthy lifestyle,58,female,18.5
22.5,very active,fitness,23,female,19.0
20.6,active,healthy lifestyle,31,female,24.6
24.3,light,weight maintenance,30,male,21.4
21.4,moderate,weight maintenance,32,female,23.5
21.1,moderate,fitness,51,male,24.4
21.8,moderate,fitness,36,male,19.0
21.3,active,weight maintenance,20,male,20.5
20.4,sedentary,healthy lifestyle,45,male,21.6
21.1,sedentary,fitness,54,male,19.1
21.1,active,healthy lifestyle,63,male,19.9
20.0,active,healthy lifestyle,59,male,20.3
18.6,moderate,fitness,41,male,24.1
24.9,light,weight maintenance,20,female,24.0
23.6,sedentary,weight maintenance,20,female,22.4
20.5,very active,weight maintenance,18,male,20.9
23.9,active,lean muscle gain,45,male,19.4
22.8,light,lean muscle gain,20,female,22.9
23.7,very active,weight maintenance,38,male,19.9
19.7,light,lean muscle gain,48,male,22.1
20.3,moderate,lean muscle gain,48,male,21.1
19.4,sedentary,healthy lifestyle,52,female,18.6
22.8,very active,lean muscle gain,62,male,23.8
21.4,active,fitness,42,female,21.7
23.4,sedentary,weight maintenance,20,male,19.8
21.9,moderate,lean muscle gain,42,male,24.0
24.7,very active,fitness,39,male,21.8
20.1,moderate,lean muscle gain,37,male,23.6
19.8,sedentary,lean muscle gain,41,female,23.2
22.8,active,lean muscle gain,30,male,23.7
18.5,active,weight maintenance,57,female,24.7
18.6,active,healthy lifestyle,49,female,22.4
23.0,very active,fitness,33,male,19.1
23.4,light,healthy lifestyle,21,female,23.6
18.8,moderate,lean muscle gain,43,female,20.4
21.4,sedentary,weight maintenance,42,male,24.0
24.5,sedentary,fitness,31,male,21.8
21.0,very active,fitness,40,female,23.9
23.9,light,weight maintenance,50,female,23.8
21.6,moderate,fitness,52,female,22.2
21.6,active,fitness,27,female,20.6
24.6,light,weight maintenance,47,male,20.5
19.8,moderate,fitness,33,female,22.9
19.0,very active,fitness,60,female,20.4
20.3,moderate,lean muscle gain,42,female,19.7
19.0,moderate,lean muscle gain,23,male,22.7
20.7,very active,fitness,64,male,22.1
21.5,light,fitness,24,female,23.7
23.8,moderate,healthy lifestyle,46,female,21.2
20.2,active,lean muscle gain,41,male,21.8
22.2,moderate,lean muscle gain,35,female,23.2
20.2,active,healthy lifestyle,25,female,23.0
23.2,very active,lean muscle gain,52,male,21.9
24.9,active,fitness,40,male,23.6
19.5,very active,weight maintenance,32,male,20.3
22.0,light,lean muscle gain,32,female,19.0
21.1,moderate,fitness,28,female,24.5
20.8,very active,healthy lifestyle,54,female,19.2
19.6,light,healthy lifestyle,26,male,21.8
19.6,moderate,weight maintenance,56,female,22.8
21.7,sedentary,weight maintenance,27,male,22.9
24.9,very active,lean muscle gain,61,female,22.8
20.1,active,lean muscle gain,31,female,20.9
21.1,very active,weight maintenance,35,male,24.8
21.4,sedentary,healthy lifestyle,48,female,20.3
24.2,active,lean muscle gain,29,male,18.6
20.6,very active,weight maintenance,49,male,23.1
19.2,sedentary,lean muscle gain,63,female,21.0
20.4,light,lean muscle gain,54,female,19.4
22.6,moderate,fitness,41,male,23.5
24.4,moderate,lean muscle gain,57,female,19.1
18.5,moderate,fitness,59,male,24.2
23.4,moderate,fitness,31,female,24.4
23.5,very active,weight maintenance,25,female,22.9
20.7,sedentary,fitness,47,female,23.4
20.8,sedentary,weight maintenance,51,male,20.9
23.0,active,healthy lifestyle,31,male,19.7
19.3,light,lean muscle gain,42,male,24.8
21.7,active,healthy lifestyle,64,female,18.5
24.7,active,healthy lifestyle,57,male,19.5
21.0,light,fitness,36,female,22.8
21.7,sedentary,lean muscle gain,62,female,21.2
18.6,sedentary,healthy lifestyle,56,male,19.1
20.3,light,healthy lifestyle,21,male,20.6
18.7,moderate,healthy lifestyle,31,male,24.4
24.2,moderate,weight maintenance,58,female,21.5
23.9,moderate,healthy lifestyle,57,female,21.7
22.6,sedentary,healthy lifestyle,19,male,20.7
22.0,very active,fitness,50,male,22.3
23.9,very active,healthy lifestyle,49,male,22.0
18.9,very active,weight maintenance,25,male,21.0
19.0,moderate,fitness,24,male,20.4
20.5,sedentary,healthy lifestyle,63,female,24.1
20.9,moderate,healthy lifestyle,63,female,18.6
22.1,active,lean muscle gain,51,female,21.7
22.3,sedentary,healthy lifestyle,63,female,23.9
23.2,sedentary,lean muscle gain,46,male,20.5
22.2,light,fitness,30,male,22.6
19.0,light,weight maintenance,58,male,21.2
22.9,sedentary,weight maintenance,42,male,24.1
21.0,very active,fitness,31,male,20.2
19.3,active,weight maintenance,47,female,21.2
20.1,moderate,healthy lifestyle,21,female,22.6
19.0,moderate,lean muscle gain,50,female,20.3
23.0,active,healthy lifestyle,56,female,18.5
21.4,sedentary,weight maintenance,51,male,21.4
20.5,sedentary,lean muscle gain,61,male,19.8
22.0,light,lean muscle gain,44,male,22.5
19.6,active,fitness,29,male,21.7
20.7,moderate,weight maintenance,30,male,24.5
23.2,light,healthy lifestyle,22,male,23.8
21.9,moderate,healthy lifestyle,56,male,18.7
22.5,very active,healthy lifestyle,54,male,22.1
22.1,sedentary,lean muscle gain,44,male,19.1
22.9,moderate,lean muscle gain,25,male,24.8
24.4,moderate,fitness,46,female,21.3
24.1,moderate,lean muscle gain,25,female,18.9
21.1,active,fitness,48,female,20.4
19.8,sedentary,healthy lifestyle,59,female,19.7
21.0,light,healthy lifestyle,49,female,24.4
24.8,moderate,fitness,55,female,21.5
21.3,light,lean muscle gain,25,male,19.5
20.2,moderate,fitness,29,male,22.3
23.5,very active,healthy lifestyle,26,female,22.1
19.3,moderate,lean muscle gain,31,male,21.9
19.4,sedentary,healthy lifestyle,61,female,24.9
18.8,sedentary,weight maintenance,20,male,19.1
18.8,active,lean muscle gain,61,female,20.7
24.6,active,lean muscle gain,35,male,20.2
21.9,moderate,weight maintenance,53,male,19.0
22.7,moderate,weight maintenance,64,female,23.8
23.3,active,weight maintenance,57,male,22.5
22.5,moderate,healthy lifestyle,23,female,20.8
21.6,moderate,healthy lifestyle,29,male,24.6
20.4,sedentary,weight maintenance,53,male,21.1
19.3,sedentary,healthy lifestyle,59,male,20.9
24.7,light,lean muscle gain,28,male,22.4
19.0,active,lean muscle gain,30,male,23.7
20.7,sedentary,lean muscle gain,51,male,24.4
19.1,very active,healthy lifestyle,19,male,24.0
24.8,active,healthy lifestyle,46,female,19.5
24.6,very active,weight maintenance,38,female,22.8
23.2,very active,weight maintenance,19,male,19.0
24.3,very active,fitness,24,male,24.4
20.1,very active,healthy lifestyle,56,female,22.8
22.4,sedentary,weight maintenance,54,male,19.7
20.2,sedentary,weight maintenance,18,male,21.7
20.0,moderate,weight maintenance,18,male,23.3
21.6,moderate,fitness,58,female,20.4
20.3,very active,lean muscle gain,54,female,22.0
20.0,sedentary,fitness,39,male,20.6
19.7,very active,weight maintenance,54,male,23.7
21.2,active,weight maintenance,31,female,22.1
24.1,active,weight maintenance,45,female,19.0
22.1,sedentary,fitness,32,female,24.1
19.1,sedentary,healthy lifestyle,30,male,22.8
20.3,sedentary,lean muscle gain,31,female,20.1
22.9,sedentary,fitness,52,female,22.4
24.3,active,weight maintenance,60,male,18.7
21.4,active,lean muscle gain,28,male,22.0
21.8,moderate,lean muscle gain,23,female,19.2
24.5,moderate,fitness,62,male,20.5
18.7,sedentary,lean muscle gain,42,male,19.2
21.2,very active,fitness,52,female,19.8
23.4,light,lean muscle gain,55,male,24.7
20.7,moderate,lean muscle gain,48,male,23.3
24.5,sedentary,lean muscle gain,48,male,24.6
20.1,light,fitness,32,male,21.1
22.4,moderate,healthy lifestyle,62,female,23.0
23.1,sedentary,fitness,24,male,19.7
24.0,light,lean muscle gain,37,female,20.6
21.8,light,weight maintenance,28,male,19.5
22.2,light,weight maintenance,37,male,21.3
24.2,active,fitness,37,female,23.3
23.6,active,weight maintenance,28,female,20.3
23.8,very active,lean muscle gain,43,female,22.2
21.9,sedentary,healthy lifestyle,52,male,22.7
21.8,light,lean muscle gain,46,male,21.9
19.8,light,fitness,29,male,23.6
20.3,light,lean muscle gain,43,male,20.3
20.8,light,fitness,34,female,22.4
18.7,moderate,weight maintenance,39,female,18.5
23.9,active,weight maintenance,36,female,23.6
20.0,sedentary,weight maintenance,39,female,20.7
23.8,sedentary,fitness,36,female,24.0
21.3,very active,lean muscle gain,18,male,20.0
19.0,very active,weight maintenance,34,female,23.8
19.1,very active,weight maintenance,50,female,20.7
23.7,light,healthy lifestyle,27,female,21.4
19.5,very active,weight maintenance,30,female,22.8
24.2,sedentary,fitness,36,male,21.3
22.1,very active,fitness,18,female,24.0
22.8,moderate,weight maintenance,22,male,19.0
19.2,active,weight maintenance,44,male,21.8
19.6,sedentary,lean muscle gain,50,male,24.4
22.4,light,weight maintenance,46,female,18.9
24.7,light,lean muscle gain,38,female,20.0
23.7,active,lean muscle gain,57,female,18.8
23.2,light,fitness,59,male,21.4
20.8,sedentary,healthy lifestyle,21,female,21.6
23.2,sedentary,fitness,63,female,24.1
22.1,light,fitness,37,male,21.1
19.2,sedentary,lean muscle gain,48,male,22.9
20.5,sedentary,fitness,30,female,19.1
19.2,moderate,weight maintenance,48,male,19.9
23.2,very active,weight maintenance,22,female,21.2
18.8,active,lean muscle gain,26,female,18.6
19.3,light,weight maintenance,20,male,20.0
23.7,light,healthy lifestyle,27,female,23.6
23.3,light,lean muscle gain,59,female,20.0
22.8,light,weight maintenance,32,male,21.1
20.6,very active,fitness,36,male,24.5
19.2,moderate,lean muscle gain,37,male,22.8
22.3,light,fitness,47,male,23.1
20.6,active,weight maintenance,23,female,23.9
24.0,sedentary,healthy lifestyle,23,male,21.3
21.8,sedentary,lean muscle gain,28,female,23.2
20.9,sedentary,healthy lifestyle,48,female,19.9
20.0,very active,weight maintenance,19,female,19.8
22.2,moderate,weight maintenance,30,male,24.6
22.5,moderate,weight maintenance,19,female,20.7
19.7,active,weight maintenance,58,male,23.4
19.8,moderate,fitness,27,male,20.6
24.5,very active,weight maintenance,33,male,19.8
21.8,moderate,weight maintenance,35,female,21.4
21.0,light,lean muscle gain,59,female,21.6
20.5,very active,healthy lifestyle,25,female,21.2
22.5,active,healthy lifestyle,39,male,23.4
20.3,sedentary,fitness,47,male,23.6
18.9,active,healthy lifestyle,64,female,18.9
19.6,moderate,lean muscle gain,57,female,20.9
21.1,moderate,weight maintenance,37,female,24.5
22.4,sedentary,lean muscle gain,29,male,18.8
23.0,light,weight maintenance,56,female,22.6
19.5,sedentary,weight maintenance,30,female,18.8
22.1,very active,fitness,26,male,20.9
27.6,sedentary,moderate weight loss,41,female,18.5
25.7,light,moderate weight loss,49,male,23.0
27.2,active,muscle cutting,33,female,18.5
27.6,moderate,moderate weight loss,50,female,22.8
29.7,active,aggressive weight loss,40,female,22.6
29.4,active,aggressive weight loss,63,female,23.9
25.3,active,extreme weight loss,46,male,21.1
26.9,sedentary,extreme weight loss,19,female,20.8
27.6,sedentary,aggressive weight loss,40,male,24.5
27.1,very active,muscle cutting,32,male,21.5
26.2,active,aggressive weight loss,64,male,19.0
27.2,sedentary,extreme weight loss,44,male,23.0
29.1,sedentary,muscle cutting,46,male,23.4
27.6,active,aggressive weight loss,37,male,18.5
26.2,light,aggressive weight loss,40,male,23.7
25.1,very active,muscle cutting,44,male,18.7
29.4,active,moderate weight loss,35,male,20.0
29.2,very active,extreme weight loss,60,female,23.0
29.8,active,extreme weight loss,58,female,21.0
26.3,very active,muscle cutting,28,female,22.6
29.5,very active,extreme weight loss,37,male,24.9
28.8,sedentary,aggressive weight loss,42,male,21.0
28.6,sedentary,moderate weight loss,42,male,18.6
29.3,moderate,extreme weight loss,40,male,21.9
27.4,sedentary,aggressive weight loss,31,female,19.3
29.4,light,extreme weight loss,61,female,24.3
28.8,moderate,muscle cutting,51,female,19.3
25.8,sedentary,muscle cutting,45,male,19.7
28.1,light,moderate weight loss,18,female,19.0
27.8,sedentary,aggressive weight loss,34,male,22.6
26.6,very active,muscle cutting,19,female,23.4
25.2,moderate,extreme weight loss,39,male,22.3
25.2,sedentary,muscle cutting,45,male,24.9
25.6,very active,aggressive weight loss,46,female,20.8
28.2,active,moderate weight loss,31,female,20.3
29.9,light,moderate weight loss,27,female,19.7
29.3,very active,extreme weight loss,20,female,21.2
28.4,very active,muscle cutting,29,female,19.5
26.6,very active,muscle cutting,40,male,18.6
28.8,moderate,aggressive weight loss,43,female,21.6
28.8,sedentary,aggressive weight loss,60,female,18.9
26.4,light,extreme weight loss,62,male,21.4
29.8,light,extreme weight loss,52,male,23.2
27.3,light,muscle cutting,52,male,22.2
28.7,very active,moderate weight loss,50,female,19.9
28.8,very active,aggressive weight loss,51,female,19.2
27.9,active,moderate weight loss,54,female,21.8
28.6,active,moderate weight loss,26,female,21.1
25.3,active,aggressive weight loss,41,male,24.0
27.4,moderate,moderate weight loss,44,female,24.2
25.5,active,aggressive weight loss,35,female,21.5
26.9,active,muscle cutting,62,male,20.6
26.5,sedentary,extreme weight loss,20,male,21.6
25.9,light,muscle cutting,52,male,19.4
27.4,very active,muscle cutting,56,male,21.7
27.7,moderate,extreme weight loss,25,female,19.3
29.6,light,extreme weight loss,27,female,20.9
25.6,very active,extreme weight loss,48,male,24.5
28.7,light,moderate weight loss,40,female,21.2
25.3,sedentary,muscle cutting,44,male,24.0
25.5,moderate,extreme weight loss,32,female,19.1
27.1,light,aggressive weight loss,45,female,22.0
29.2,sedentary,aggressive weight loss,35,male,22.0
25.0,active,aggressive weight loss,26,male,21.3
26.7,moderate,aggressive weight loss,31,female,21.5
28.7,active,aggressive weight loss,41,male,24.7
29.0,light,moderate weight loss,21,male,18.9
27.2,moderate,aggressive weight loss,34,female,23.8
29.8,very active,moderate weight loss,26,male,24.8
26.6,very active,aggressive weight loss,48,female,23.7
25.4,active,aggressive weight loss,64,female,18.8
26.6,light,muscle cutting,24,female,24.7
27.1,very active,muscle cutting,30,male,24.1
29.9,sedentary,aggressive weight loss,30,male,22.7
29.3,sedentary,aggressive weight loss,25,male,21.9
29.6,very active,muscle cutting,23,male,23.9
25.3,light,aggressive weight loss,20,male,22.6
28.2,light,aggressive weight loss,26,female,20.7
28.1,very active,moderate weight loss,29,female,20.4
29.5,sedentary,aggressive weight loss,21,male,23.8
25.2,sedentary,muscle cutting,28,male,24.7
25.0,light,moderate weight loss,41,female,22.8
29.3,sedentary,muscle cutting,32,female,20.0
29.0,very active,aggressive weight loss,48,male,23.3
25.5,sedentary,extreme weight loss,62,male,22.2
27.5,light,muscle cutting,24,female,20.8
26.3,moderate,muscle cutting,37,female,22.7
29.1,sedentary,moderate weight loss,28,female,20.7
25.6,very active,extreme weight loss,44,male,22.5
28.2,very active,aggressive weight loss,53,male,18.6
29.8,light,extreme weight loss,45,male,24.6
28.2,light,moderate weight loss,57,female,21.0
25.8,moderate,moderate weight loss,33,female,24.0
28.4,moderate,aggressive weight loss,59,male,21.8
25.6,moderate,aggressive weight loss,30,male,19.0
28.3,light,moderate weight loss,40,female,22.9
28.4,sedentary,aggressive weight loss,33,male,20.6
26.4,very active,muscle cutting,63,male,21.2
27.7,moderate,moderate weight loss,43,female,23.2
28.4,sedentary,extreme weight loss,29,male,20.4
27.3,moderate,muscle cutting,53,male,21.7
29.8,sedentary,extreme weight loss,43,female,19.6
27.2,very active,extreme weight loss,38,female,20.1
27.7,very active,moderate weight loss,61,female,20.5
28.5,very active,muscle cutting,45,male,19.8
25.7,sedentary,muscle cutting,20,female,22.0
28.3,light,moderate weight loss,52,female,22.8
25.9,active,moderate weight loss,20,male,19.8
26.0,sedentary,muscle cutting,46,female,20.0
28.8,light,extreme weight loss,50,female,21.4
28.8,sedentary,extreme weight loss,21,male,23.9
29.1,light,moderate weight loss,52,female,19.7
28.0,active,extreme weight loss,18,female,24.1
26.1,sedentary,aggressive weight loss,31,male,20.1
29.5,sedentary,moderate weight loss,55,male,20.9
29.1,sedentary,moderate weight loss,46,male,23.8
25.2,sedentary,muscle cutting,63,male,24.1
27.4,light,moderate weight loss,48,male,22.8
27.2,light,moderate weight loss,45,male,20.7
27.4,sedentary,aggressive weight loss,50,female,21.1
29.7,active,extreme weight loss,41,male,22.3
26.9,active,aggressive weight loss,49,female,20.7
28.0,sedentary,muscle cutting,25,male,21.7
27.7,sedentary,moderate weight loss,22,female,23.8
27.7,active,extreme weight loss,43,male,24.6
29.6,very active,moderate weight loss,43,male,23.9
27.4,light,muscle cutting,18,female,20.7
28.8,light,moderate weight loss,59,male,20.6
29.7,very active,extreme weight loss,51,male,24.5
26.3,light,extreme weight loss,38,male,23.9
29.1,sedentary,muscle cutting,38,male,19.5
26.0,very active,moderate weight loss,42,male,23.8
29.3,active,aggressive weight loss,58,female,23.4
29.7,sedentary,aggressive weight loss,21,female,21.4
28.0,light,aggressive weight loss,53,female,19.2
27.3,very active,moderate weight loss,50,male,22.5
27.5,light,muscle cutting,41,female,21.9
28.3,sedentary,extreme weight loss,29,male,19.2
29.5,active,aggressive weight loss,51,male,18.9
29.7,sedentary,aggressive weight loss,33,female,22.5
27.0,active,moderate weight loss,60,female,19.9
28.1,moderate,moderate weight loss,39,male,23.2
28.3,active,moderate weight loss,62,female,23.0
26.1,sedentary,moderate weight loss,29,female,23.8
29.6,light,moderate weight loss,35,male,18.8
29.9,moderate,aggressive weight loss,42,female,19.8
26.4,light,aggressive weight loss,48,male,22.8
29.5,sedentary,extreme weight loss,31,male,23.9
26.4,moderate,muscle cutting,46,female,24.2
25.2,moderate,moderate weight loss,30,female,24.4
28.3,moderate,extreme weight loss,50,male,19.1
28.3,sedentary,moderate weight loss,35,female,20.9
25.6,very active,moderate weight loss,51,female,22.2
29.8,light,moderate weight loss,40,male,22.8
25.1,sedentary,aggressive weight loss,54,male,21.4
28.7,active,moderate weight loss,26,female,22.6
27.9,very active,extreme weight loss,39,male,19.0
29.0,sedentary,muscle cutting,21,male,23.3
28.3,moderate,aggressive weight loss,24,male,21.6
28.0,sedentary,aggressive weight loss,26,female,23.5
26.4,light,aggressive weight loss,33,male,22.6
26.7,very active,extreme weight loss,63,female,23.4
27.6,light,aggressive weight loss,48,male,21.8
29.7,moderate,extreme weight loss,24,female,19.0
28.0,very active,aggressive weight loss,56,female,21.6
28.7,sedentary,moderate weight loss,27,female,20.5
29.3,active,extreme weight loss,32,male,20.1
28.3,light,muscle cutting,53,male,21.2
26.4,very active,aggressive weight loss,44,male,24.9
26.7,active,extreme weight loss,64,female,18.8
28.7,sedentary,moderate weight loss,30,female,21.9
27.1,light,muscle cutting,48,male,20.3
25.7,light,moderate weight loss,30,male,22.9
27.7,very active,aggressive weight loss,57,female,24.5
25.5,moderate,extreme weight loss,25,female,21.2
25.7,light,aggressive weight loss,33,male,18.5
28.1,moderate,extreme weight loss,45,female,24.4
25.4,very active,muscle cutting,43,male,22.4
26.5,sedentary,aggressive weight loss,42,female,21.5
28.6,sedentary,muscle cutting,29,male,20.4
29.0,sedentary,aggressive weight loss,63,female,24.2
29.7,light,muscle cutting,33,male,22.4
25.4,moderate,muscle cutting,24,male,22.2
27.6,moderate,moderate weight loss,30,male,23.5
26.7,sedentary,moderate weight loss,22,female,21.5
26.1,very active,extreme weight loss,63,male,23.3
27.1,active,moderate weight loss,61,female,24.5
26.4,moderate,aggressive weight loss,39,male,20.4
25.1,moderate,moderate weight loss,50,female,22.2
28.0,sedentary,extreme weight loss,45,female,24.5
29.2,sedentary,muscle cutting,41,male,22.9
29.8,active,moderate weight loss,54,male,20.5
28.5,active,extreme weight loss,52,female,24.0
26.1,active,aggressive weight loss,50,male,18.9
26.1,active,aggressive weight loss,50,male,21.8
29.4,light,moderate weight loss,51,male,22.1
28.5,moderate,aggressive weight loss,29,male,22.1
25.9,active,moderate weight loss,49,female,21.3
27.0,very active,extreme weight loss,64,male,19.8
26.0,sedentary,aggressive weight loss,31,male,24.3
27.8,moderate,extreme weight loss,19,female,21.3
29.0,moderate,aggressive weight loss,33,female,22.4
25.6,light,moderate weight loss,24,male,18.6
29.1,very active,aggressive weight loss,59,female,21.8
27.0,moderate,extreme weight loss,48,female,22.7
25.1,sedentary,aggressive weight loss,45,female,22.2
25.9,active,extreme weight loss,26,male,21.3
27.9,sedentary,muscle cutting,20,male,23.5
27.6,light,muscle cutting,39,female,22.0
26.9,light,extreme weight loss,43,male,21.2
27.5,very active,aggressive weight loss,52,female,22.1
26.9,very active,muscle cutting,58,male,24.5
28.9,moderate,muscle cutting,56,male,21.3
29.8,very active,muscle cutting,52,female,21.1
26.6,very active,extreme weight loss,61,male,23.5
29.9,sedentary,extreme weight loss,40,female,19.3
27.4,moderate,extreme weight loss,32,male,24.1
28.3,sedentary,moderate weight loss,43,male,22.4
27.3,sedentary,extreme weight loss,29,male,22.6
25.9,moderate,moderate weight loss,53,male,19.0
29.2,sedentary,muscle cutting,31,female,24.0
28.8,sedentary,extreme weight loss,36,male,22.3
26.7,light,aggressive weight loss,58,male,24.9
25.8,active,moderate weight loss,47,female,20.9
28.6,very active,aggressive weight loss,53,male,24.5
25.3,moderate,aggressive weight loss,33,female,22.4
29.3,moderate,aggressive weight loss,24,female,24.9
26.5,active,muscle cutting,46,female,19.3
25.2,very active,aggressive weight loss,36,female,20.3
26.1,very active,aggressive weight loss,20,male,19.0
25.2,sedentary,moderate weight loss,26,male,24.4
25.1,very active,moderate weight loss,52,male,20.2
27.2,light,moderate weight loss,46,male,20.5
26.5,sedentary,aggressive weight loss,39,male,22.7
26.3,sedentary,aggressive weight loss,51,male,20.5
26.0,sedentary,aggressive weight loss,37,male,21.4
28.5,very active,moderate weight loss,43,female,22.9
27.8,active,moderate weight loss,19,female,20.8
28.3,active,moderate weight loss,30,female,18.9
26.1,light,aggressive weight loss,48,female,22.8
27.2,light,extreme weight loss,20,female,24.2
28.9,active,extreme weight loss,63,female,21.1
29.0,moderate,muscle cutting,61,female,20.0
26.9,sedentary,extreme weight loss,38,female,23.6
28.8,light,extreme weight loss,29,male,20.2
29.8,light,aggressive weight loss,32,male,20.2
27.2,moderate,moderate weight loss,25,female,19.1
25.7,sedentary,moderate weight loss,49,male,19.3
28.4,sedentary,extreme weight loss,23,female,23.6
26.1,active,extreme weight loss,40,female,21.6
26.3,moderate,moderate weight loss,54,female,24.6
25.1,sedentary,muscle cutting,34,female,21.6
27.8,light,moderate weight loss,43,female,21.3
28.4,light,aggressive weight loss,32,female,23.8
26.8,moderate,moderate weight loss,26,female,21.6
25.5,moderate,moderate weight loss,48,female,22.9
25.3,very active,muscle cutting,46,female,24.2
25.7,moderate,muscle cutting,27,male,20.5
28.7,active,extreme weight loss,43,female,19.2
28.7,moderate,muscle cutting,45,male,21.0
29.7,active,aggressive weight loss,43,male,21.2
28.4,moderate,aggressive weight loss,34,female,19.3
27.0,sedentary,muscle cutting,36,female,20.3
27.9,very active,moderate weight loss,28,male,23.6
28.2,very active,extreme weight loss,43,male,20.3
29.3,sedentary,muscle cutting,19,female,20.0
29.8,very active,extreme weight loss,21,male,20.9
29.7,light,muscle cutting,59,male,21.9
28.4,sedentary,moderate weight loss,23,male,22.6
26.5,sedentary,extreme weight loss,21,female,23.5
29.4,moderate,muscle cutting,52,female,19.2
29.3,moderate,moderate weight loss,36,female,19.3
27.4,sedentary,extreme weight loss,47,male,23.1
25.1,moderate,moderate weight loss,18,female,23.7
28.2,moderate,extreme weight loss,23,male,19.8
26.2,very active,muscle cutting,42,male,23.2
25.0,moderate,moderate weight loss,27,female,19.5
29.9,sedentary,moderate weight loss,27,male,21.9
29.3,very active,aggressive weight loss,43,male,21.0
26.7,very active,moderate weight loss,49,female,23.3
27.8,moderate,extreme weight loss,50,female,22.9
25.5,light,aggressive weight loss,34,female,21.1
29.6,light,muscle cutting,37,male,21.5
28.7,active,muscle cutting,34,female,18.6
27.5,light,extreme weight loss,29,male,22.1
28.6,light,extreme weight loss,62,male,24.1
26.7,sedentary,aggressive weight loss,32,female,19.6
27.1,very active,extreme weight loss,46,female,18.5
25.5,moderate,aggressive weight loss,22,female,22.0
28.1,sedentary,aggressive weight loss,41,female,19.5
27.0,very active,extreme weight loss,54,male,20.6
27.9,active,extreme weight loss,45,female,24.3
28.5,active,moderate weight loss,43,female,19.8
26.2,sedentary,muscle cutting,48,male,24.8
28.7,active,extreme weight loss,27,male,18.6
28.0,sedentary,extreme weight loss,31,male,21.6
25.3,sedentary,muscle cutting,27,male,22.3
25.2,very active,moderate weight loss,51,male,19.4
26.1,moderate,extreme weight loss,23,female,18.7
28.9,very active,aggressive weight loss,59,male,19.3
29.4,active,aggressive weight loss,53,female,21.4
25.5,active,muscle cutting,52,male,21.8
28.2,sedentary,moderate weight loss,56,female,18.7
26.3,very active,muscle cutting,18,female,23.0
28.7,moderate,extreme weight loss,40,female,24.9
29.8,light,aggressive weight loss,20,female,22.6
29.6,sedentary,extreme weight loss,61,male,20.9
27.4,sedentary,aggressive weight loss,54,female,19.3
26.0,active,moderate weight loss,53,female,22.8
27.3,very active,aggressive weight loss,62,female,23.3
28.9,moderate,moderate weight loss,38,male,21.5
27.8,very active,extreme weight loss,33,male,19.5
25.1,active,muscle cutting,24,female,24.1
28.2,moderate,muscle cutting,26,female,23.8
27.7,moderate,extreme weight loss,58,male,19.8
27.3,sedentary,muscle cutting,41,male,21.9
26.8,very active,moderate weight loss,21,female,18.6
28.2,sedentary,aggressive weight loss,24,female,24.7
25.3,sedentary,extreme weight loss,35,male,21.5
27.3,moderate,extreme weight loss,41,male,20.4
25.8,very active,moderate weight loss,41,male,20.7
25.3,active,aggressive weight loss,61,female,23.8
26.6,moderate,aggressive weight loss,24,male,22.3
25.4,active,extreme weight loss,26,female,24.6
28.5,moderate,moderate weight loss,41,female,22.3
29.7,light,extreme weight loss,62,male,21.7
27.6,active,aggressive weight loss,24,male,21.4
26.2,moderate,moderate weight loss,21,male,21.8
29.9,moderate,muscle cutting,43,female,23.4
29.3,moderate,muscle cutting,58,male,20.5
26.9,active,muscle cutting,43,male,21.5
27.1,moderate,extreme weight loss,22,male,23.5
26.5,moderate,moderate weight loss,25,male,19.3
